Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
24.795967, 2020-2039, gfdl_cm3, Sep Average, Congo (Republic of the), COG
24.51819, 2020-2039, gfdl_cm3, Oct Average, Congo (Republic of the), COG
24.004782, 2020-2039, gfdl_cm3, Nov Average, Congo (Republic of the), COG
23.693449, 2020-2039, gfdl_cm3, Dec Average, Congo (Republic of the), COG
24.169168, 2020-2039, gfdl_esm2m, Jan Average, Congo (Republic of the), COG
25.163374, 2020-2039, gfdl_esm2m, Feb Average, Congo (Republic of the), COG
25.837408, 2020-2039, gfdl_esm2m, Mar Average, Congo (Republic of the), COG
25.355572, 2020-2039, gfdl_esm2m, Apr Average, Congo (Republic of the), COG
24.932274, 2020-2039, gfdl_esm2m, May Average, Congo (Republic of the), COG
24.579466, 2020-2039, gfdl_esm2m, Jun Average, Congo (Republic of the), COG
24.873165, 2020-2039, gfdl_esm2m, Jul Average, Congo (Republic of the), COG
25.059614, 2020-2039, gfdl_esm2m, Aug Average, Congo (Republic of the), COG
24.724398, 2020-2039, gfdl_esm2m, Sep Average, Congo (Republic of the), COG
24.486368, 2020-2039, gfdl_esm2m, Oct Average, Congo (Republic of the), COG
23.913143, 2020-2039, gfdl_esm2m, Nov Average, Congo (Republic of the), COG
23.615734, 2020-2039, gfdl_esm2m, Dec Average, Congo (Republic of the), COG
26.151863, 2020-2039, giss_e2_h, Jan Average, Congo (Republic of the), COG
26.7644, 2020-2039, giss_e2_h, Feb Average, Congo (Republic of the), COG
27.348097, 2020-2039, giss_e2_h, Mar Average, Congo (Republic of the), COG
27.42934, 2020-2039, giss_e2_h, Apr Average, Congo (Republic of the), COG
27.173462, 2020-2039, giss_e2_h, May Average, Congo (Republic of the), COG
26.623758, 2020-2039, giss_e2_h, Jun Average, Congo (Republic of the), COG
26.579319, 2020-2039, giss_e2_h, Jul Average, Congo (Republic of the), COG
26.37624, 2020-2039, giss_e2_h, Aug Average, Congo (Republic of the), COG
26.552782, 2020-2039, giss_e2_h, Sep Average, Congo (Republic of the), COG
26.670969, 2020-2039, giss_e2_h, Oct Average, Congo (Republic of the), COG
26.403807, 2020-2039, giss_e2_h, Nov Average, Congo (Republic of the), COG
26.156765, 2020-2039, giss_e2_h, Dec Average, Congo (Republic of the), COG
26.727438, 2020-2039, giss_e2_r, Jan Average, Congo (Republic of the), COG
27.1603, 2020-2039, giss_e2_r, Feb Average, Congo (Republic of the), COG
27.736235, 2020-2039, giss_e2_r, Mar Average, Congo (Republic of the), COG
27.811562, 2020-2039, giss_e2_r, Apr Average, Congo (Republic of the), COG
27.342558, 2020-2039, giss_e2_r, May Average, Congo (Republic of the), COG
27.105637, 2020-2039, giss_e2_r, Jun Average, Congo (Republic of the), COG
27.116964, 2020-2039, giss_e2_r, Jul Average, Congo (Republic of the), COG
26.858377, 2020-2039, giss_e2_r, Aug Average, Congo (Republic of the), COG
26.789776, 2020-2039, giss_e2_r, Sep Average, Congo (Republic of the), COG
26.632935, 2020-2039, giss_e2_r, Oct Average, Congo (Republic of the), COG
26.370655, 2020-2039, giss_e2_r, Nov Average, Congo (Republic of the), COG
26.494776, 2020-2039, giss_e2_r, Dec Average, Congo (Republic of the), COG
26.122818, 2020-2039, ipsl_cm5a_mr, Jan Average, Congo (Republic of the), COG
26.655952, 2020-2039, ipsl_cm5a_mr, Feb Average, Congo (Republic of the), COG
27.081644, 2020-2039, ipsl_cm5a_mr, Mar Average, Congo (Republic of the), COG
27.23002, 2020-2039, ipsl_cm5a_mr, Apr Average, Congo (Republic of the), COG
26.770655, 2020-2039, ipsl_cm5a_mr, May Average, Congo (Republic of the), COG
26.306963, 2020-2039, ipsl_cm5a_mr, Jun Average, Congo (Republic of the), COG
25.80158, 2020-2039, ipsl_cm5a_mr, Jul Average, Congo (Republic of the), COG
26.11066, 2020-2039, ipsl_cm5a_mr, Aug Average, Congo (Republic of the), COG
26.554947, 2020-2039, ipsl_cm5a_mr, Sep Average, Congo (Republic of the), COG
26.684448, 2020-2039, ipsl_cm5a_mr, Oct Average, Congo (Republic of the), COG
26.185316, 2020-2039, ipsl_cm5a_mr, Nov Average, Congo (Republic of the), COG
25.905313, 2020-2039, ipsl_cm5a_mr, Dec Average, Congo (Republic of the), COG
24.547739, 2020-2039, miroc_esm, Jan Average, Congo (Republic of the), COG
25.189585, 2020-2039, miroc_esm, Feb Average, Congo (Republic of the), COG
25.70826, 2020-2039, miroc_esm, Mar Average, Congo (Republic of the), COG
25.582321, 2020-2039, miroc_esm, Apr Average, Congo (Republic of the), COG
25.716324, 2020-2039, miroc_esm, May Average, Congo (Republic of the), COG
25.7174, 2020-2039, miroc_esm, Jun Average, Congo (Republic of the), COG
25.715387, 2020-2039, miroc_esm, Jul Average, Congo (Republic of the), COG
25.636154, 2020-2039, miroc_esm, Aug Average, Congo (Republic of the), COG
25.505587, 2020-2039, miroc_esm, Sep Average, Congo (Republic of the), COG
25.45657, 2020-2039, miroc_esm, Oct Average, Congo (Republic of the), COG
25.011253, 2020-2039, miroc_esm, Nov Average, Congo (Republic of the), COG
24.563414, 2020-2039, miroc_esm, Dec Average, Congo (Republic of the), COG
24.524174, 2020-2039, miroc_esm_chem, Jan Average, Congo (Republic of the), COG
25.185045, 2020-2039, miroc_esm_chem, Feb Average, Congo (Republic of the), COG
25.585155, 2020-2039, miroc_esm_chem, Mar Average, Congo (Republic of the), COG
25.3999, 2020-2039, miroc_esm_chem, Apr Average, Congo (Republic of the), COG
25.564636, 2020-2039, miroc_esm_chem, May Average, Congo (Republic of the), COG
25.539272, 2020-2039, miroc_esm_chem, Jun Average, Congo (Republic of the), COG
25.486082, 2020-2039, miroc_esm_chem, Jul Average, Congo (Republic of the), COG
25.391535, 2020-2039, miroc_esm_chem, Aug Average, Congo (Republic of the), COG
25.34522, 2020-2039, miroc_esm_chem, Sep Average, Congo (Republic of the), COG
25.342068, 2020-2039, miroc_esm_chem, Oct Average, Congo (Republic of the), COG
24.861418, 2020-2039, miroc_esm_chem, Nov Average, Congo (Republic of the), COG
24.382675, 2020-2039, miroc_esm_chem, Dec Average, Congo (Republic of the), COG
24.974876, 2020-2039, miroc5, Jan Average, Congo (Republic of the), COG
25.645859, 2020-2039, miroc5, Feb Average, Congo (Republic of the), COG
25.941313, 2020-2039, miroc5, Mar Average, Congo (Republic of the), COG
25.575497, 2020-2039, miroc5, Apr Average, Congo (Republic of the), COG
25.21803, 2020-2039, miroc5, May Average, Congo (Republic of the), COG
25.35418, 2020-2039, miroc5, Jun Average, Congo (Republic of the), COG
25.485376, 2020-2039, miroc5, Jul Average, Congo (Republic of the), COG
26.115145, 2020-2039, miroc5, Aug Average, Congo (Republic of the), COG
26.135204, 2020-2039, miroc5, Sep Average, Congo (Republic of the), COG
25.778786, 2020-2039, miroc5, Oct Average, Congo (Republic of the), COG
25.308094, 2020-2039, miroc5, Nov Average, Congo (Republic of the), COG
24.88718, 2020-2039, miroc5, Dec Average, Congo (Republic of the), COG
24.923609, 2020-2039, mri_cgcm3, Jan Average, Congo (Republic of the), COG
26.109196, 2020-2039, mri_cgcm3, Feb Average, Congo (Republic of the), COG
25.980545, 2020-2039, mri_cgcm3, Mar Average, Congo (Republic of the), COG
25.52166, 2020-2039, mri_cgcm3, Apr Average, Congo (Republic of the), COG
25.268919, 2020-2039, mri_cgcm3, May Average, Congo (Republic of the), COG
24.77797, 2020-2039, mri_cgcm3, Jun Average, Congo (Republic of the), COG
24.99696, 2020-2039, mri_cgcm3, Jul Average, Congo (Republic of the), COG
24.889877, 2020-2039, mri_cgcm3, Aug Average, Congo (Republic of the), COG
24.948032, 2020-2039, mri_cgcm3, Sep Average, Congo (Republic of the), COG
24.909811, 2020-2039, mri_cgcm3, Oct Average, Congo (Republic of the), COG
24.551884, 2020-2039, mri_cgcm3, Nov Average, Congo (Republic of the), COG
24.278994, 2020-2039, mri_cgcm3, Dec Average, Congo (Republic of the), COG
22.999208, 2020-2039, noresm1_m, Jan Average, Congo (Republic of the), COG
23.635563, 2020-2039, noresm1_m, Feb Average, Congo (Republic of the), COG
23.891659, 2020-2039, noresm1_m, Mar Average, Congo (Republic of the), COG
23.7471, 2020-2039, noresm1_m, Apr Average, Congo (Republic of the), COG
23.237312, 2020-2039, noresm1_m, May Average, Congo (Republic of the), COG
22.769547, 2020-2039, noresm1_m, Jun Average, Congo (Republic of the), COG
22.848682, 2020-2039, noresm1_m, Jul Average, Congo (Republic of the), COG
23.158394, 2020-2039, noresm1_m, Aug Average, Congo (Republic of the), COG
23.261442, 2020-2039, noresm1_m, Sep Average, Congo (Republic of the), COG
23.174683, 2020-2039, noresm1_m, Oct Average, Congo (Republic of the), COG
23.08205, 2020-2039, noresm1_m, Nov Average, Congo (Republic of the), COG
22.950413, 2020-2039, noresm1_m, Dec Average, Congo (Republic of the), COG
26.75676, 2020-2039, bcc_csm1_1, Jan Average, Costa Rica, CRI
26.718699, 2020-2039, bcc_csm1_1, Feb Average, Costa Rica, CRI
26.903692, 2020-2039, bcc_csm1_1, Mar Average, Costa Rica, CRI
27.31521, 2020-2039, bcc_csm1_1, Apr Average, Costa Rica, CRI
27.507557, 2020-2039, bcc_csm1_1, May Average, Costa Rica, CRI
27.457787, 2020-2039, bcc_csm1_1, Jun Average, Costa Rica, CRI
27.302437, 2020-2039, bcc_csm1_1, Jul Average, Costa Rica, CRI
27.421404, 2020-2039, bcc_csm1_1, Aug Average, Costa Rica, CRI
27.556776, 2020-2039, bcc_csm1_1, Sep Average, Costa Rica, CRI
27.60871, 2020-2039, bcc_csm1_1, Oct Average, Costa Rica, CRI
27.552101, 2020-2039, bcc_csm1_1, Nov Average, Costa Rica, CRI
27.20452, 2020-2039, bcc_csm1_1, Dec Average, Costa Rica, CRI
27.15331, 2020-2039, bcc_csm1_1_m, Jan Average, Costa Rica, CRI
27.058073, 2020-2039, bcc_csm1_1_m, Feb Average, Costa Rica, CRI
27.151842, 2020-2039, bcc_csm1_1_m, Mar Average, Costa Rica, CRI
27.233858, 2020-2039, bcc_csm1_1_m, Apr Average, Costa Rica, CRI
27.382769, 2020-2039, bcc_csm1_1_m, May Average, Costa Rica, CRI
27.285067, 2020-2039, bcc_csm1_1_m, Jun Average, Costa Rica, CRI
27.327568, 2020-2039, bcc_csm1_1_m, Jul Average, Costa Rica, CRI
27.491787, 2020-2039, bcc_csm1_1_m, Aug Average, Costa Rica, CRI
27.797014, 2020-2039, bcc_csm1_1_m, Sep Average, Costa Rica, CRI
28.165356, 2020-2039, bcc_csm1_1_m, Oct Average, Costa Rica, CRI
28.049982, 2020-2039, bcc_csm1_1_m, Nov Average, Costa Rica, CRI
27.596533, 2020-2039, bcc_csm1_1_m, Dec Average, Costa Rica, CRI
25.879333, 2020-2039, ccsm4, Jan Average, Costa Rica, CRI
25.954132, 2020-2039, ccsm4, Feb Average, Costa Rica, CRI
26.020308, 2020-2039, ccsm4, Mar Average, Costa Rica, CRI
26.377243, 2020-2039, ccsm4, Apr Average, Costa Rica, CRI
26.621563, 2020-2039, ccsm4, May Average, Costa Rica, CRI
26.59055, 2020-2039, ccsm4, Jun Average, Costa Rica, CRI
26.649475, 2020-2039, ccsm4, Jul Average, Costa Rica, CRI
26.898994, 2020-2039, ccsm4, Aug Average, Costa Rica, CRI
26.796999, 2020-2039, ccsm4, Sep Average, Costa Rica, CRI
26.813002, 2020-2039, ccsm4, Oct Average, Costa Rica, CRI
26.548437, 2020-2039, ccsm4, Nov Average, Costa Rica, CRI
26.24783, 2020-2039, ccsm4, Dec Average, Costa Rica, CRI
24.953377, 2020-2039, cesm1_cam5, Jan Average, Costa Rica, CRI
25.162918, 2020-2039, cesm1_cam5, Feb Average, Costa Rica, CRI
25.714703, 2020-2039, cesm1_cam5, Mar Average, Costa Rica, CRI
26.538307, 2020-2039, cesm1_cam5, Apr Average, Costa Rica, CRI
26.620611, 2020-2039, cesm1_cam5, May Average, Costa Rica, CRI
26.132124, 2020-2039, cesm1_cam5, Jun Average, Costa Rica, CRI
25.792267, 2020-2039, cesm1_cam5, Jul Average, Costa Rica, CRI
25.772753, 2020-2039, cesm1_cam5, Aug Average, Costa Rica, CRI
25.597744, 2020-2039, cesm1_cam5, Sep Average, Costa Rica, CRI
25.62863, 2020-2039, cesm1_cam5, Oct Average, Costa Rica, CRI
25.396711, 2020-2039, cesm1_cam5, Nov Average, Costa Rica, CRI
25.36178, 2020-2039, cesm1_cam5, Dec Average, Costa Rica, CRI
27.492294, 2020-2039, csiro_mk3_6_0, Jan Average, Costa Rica, CRI
27.724558, 2020-2039, csiro_mk3_6_0, Feb Average, Costa Rica, CRI
28.148006, 2020-2039, csiro_mk3_6_0, Mar Average, Costa Rica, CRI
28.871405, 2020-2039, csiro_mk3_6_0, Apr Average, Costa Rica, CRI
29.126686, 2020-2039, csiro_mk3_6_0, May Average, Costa Rica, CRI
28.310127, 2020-2039, csiro_mk3_6_0, Jun Average, Costa Rica, CRI
28.147896, 2020-2039, csiro_mk3_6_0, Jul Average, Costa Rica, CRI
28.271145, 2020-2039, csiro_mk3_6_0, Aug Average, Costa Rica, CRI
28.22864, 2020-2039, csiro_mk3_6_0, Sep Average, Costa Rica, CRI
28.278355, 2020-2039, csiro_mk3_6_0, Oct Average, Costa Rica, CRI
28.223293, 2020-2039, csiro_mk3_6_0, Nov Average, Costa Rica, CRI
27.926132, 2020-2039, csiro_mk3_6_0, Dec Average, Costa Rica, CRI
27.632998, 2020-2039, fio_esm, Jan Average, Costa Rica, CRI
27.777355, 2020-2039, fio_esm, Feb Average, Costa Rica, CRI
28.079096, 2020-2039, fio_esm, Mar Average, Costa Rica, CRI
28.506416, 2020-2039, fio_esm, Apr Average, Costa Rica, CRI
28.415264, 2020-2039, fio_esm, May Average, Costa Rica, CRI
27.588278, 2020-2039, fio_esm, Jun Average, Costa Rica, CRI
27.445223, 2020-2039, fio_esm, Jul Average, Costa Rica, CRI
27.595787, 2020-2039, fio_esm, Aug Average, Costa Rica, CRI
27.728636, 2020-2039, fio_esm, Sep Average, Costa Rica, CRI
27.804638, 2020-2039, fio_esm, Oct Average, Costa Rica, CRI
27.870361, 2020-2039, fio_esm, Nov Average, Costa Rica, CRI
27.904636, 2020-2039, fio_esm, Dec Average, Costa Rica, CRI
25.787941, 2020-2039, gfdl_cm3, Jan Average, Costa Rica, CRI
25.795506, 2020-2039, gfdl_cm3, Feb Average, Costa Rica, CRI
26.144829, 2020-2039, gfdl_cm3, Mar Average, Costa Rica, CRI
26.816465, 2020-2039, gfdl_cm3, Apr Average, Costa Rica, CRI
27.345613, 2020-2039, gfdl_cm3, May Average, Costa Rica, CRI
26.52042, 2020-2039, gfdl_cm3, Jun Average, Costa Rica, CRI
26.40926, 2020-2039, gfdl_cm3, Jul Average, Costa Rica, CRI
26.94078, 2020-2039, gfdl_cm3, Aug Average, Costa Rica, CRI
27.379562, 2020-2039, gfdl_cm3, Sep Average, Costa Rica, CRI
27.263474, 2020-2039, gfdl_cm3, Oct Average, Costa Rica, CRI
26.801004, 2020-2039, gfdl_cm3, Nov Average, Costa Rica, CRI
26.167187, 2020-2039, gfdl_cm3, Dec Average, Costa Rica, CRI
26.50263, 2020-2039, gfdl_esm2m, Jan Average, Costa Rica, CRI
26.647919, 2020-2039, gfdl_esm2m, Feb Average, Costa Rica, CRI
26.718725, 2020-2039, gfdl_esm2m, Mar Average, Costa Rica, CRI
27.188421, 2020-2039, gfdl_esm2m, Apr Average, Costa Rica, CRI
27.651423, 2020-2039, gfdl_esm2m, May Average, Costa Rica, CRI
26.936152, 2020-2039, gfdl_esm2m, Jun Average, Costa Rica, CRI
26.941032, 2020-2039, gfdl_esm2m, Jul Average, Costa Rica, CRI
27.376024, 2020-2039, gfdl_esm2m, Aug Average, Costa Rica, CRI
27.757338, 2020-2039, gfdl_esm2m, Sep Average, Costa Rica, CRI
27.712795, 2020-2039, gfdl_esm2m, Oct Average, Costa Rica, CRI
27.110172, 2020-2039, gfdl_esm2m, Nov Average, Costa Rica, CRI
26.629333, 2020-2039, gfdl_esm2m, Dec Average, Costa Rica, CRI
27.697803, 2020-2039, giss_e2_h, Jan Average, Costa Rica, CRI
27.749886, 2020-2039, giss_e2_h, Feb Average, Costa Rica, CRI
28.097683, 2020-2039, giss_e2_h, Mar Average, Costa Rica, CRI
28.383575, 2020-2039, giss_e2_h, Apr Average, Costa Rica, CRI
28.637697, 2020-2039, giss_e2_h, May Average, Costa Rica, CRI
28.618153, 2020-2039, giss_e2_h, Jun Average, Costa Rica, CRI
28.41592, 2020-2039, giss_e2_h, Jul Average, Costa Rica, CRI
28.64668, 2020-2039, giss_e2_h, Aug Average, Costa Rica, CRI
28.717037, 2020-2039, giss_e2_h, Sep Average, Costa Rica, CRI
28.445887, 2020-2039, giss_e2_h, Oct Average, Costa Rica, CRI
28.091362, 2020-2039, giss_e2_h, Nov Average, Costa Rica, CRI
27.944696, 2020-2039, giss_e2_h, Dec Average, Costa Rica, CRI
25.775349, 2020-2039, giss_e2_r, Jan Average, Costa Rica, CRI
26.071972, 2020-2039, giss_e2_r, Feb Average, Costa Rica, CRI
26.591444, 2020-2039, giss_e2_r, Mar Average, Costa Rica, CRI
26.90845, 2020-2039, giss_e2_r, Apr Average, Costa Rica, CRI
26.269732, 2020-2039, giss_e2_r, May Average, Costa Rica, CRI
26.254583, 2020-2039, giss_e2_r, Jun Average, Costa Rica, CRI
26.328505, 2020-2039, giss_e2_r, Jul Average, Costa Rica, CRI
26.403728, 2020-2039, giss_e2_r, Aug Average, Costa Rica, CRI
26.776634, 2020-2039, giss_e2_r, Sep Average, Costa Rica, CRI
26.789375, 2020-2039, giss_e2_r, Oct Average, Costa Rica, CRI
26.099768, 2020-2039, giss_e2_r, Nov Average, Costa Rica, CRI
25.828297, 2020-2039, giss_e2_r, Dec Average, Costa Rica, CRI
25.0843, 2020-2039, ipsl_cm5a_mr, Jan Average, Costa Rica, CRI
24.91451, 2020-2039, ipsl_cm5a_mr, Feb Average, Costa Rica, CRI
25.100739, 2020-2039, ipsl_cm5a_mr, Mar Average, Costa Rica, CRI
25.753002, 2020-2039, ipsl_cm5a_mr, Apr Average, Costa Rica, CRI
26.64347, 2020-2039, ipsl_cm5a_mr, May Average, Costa Rica, CRI
26.81528, 2020-2039, ipsl_cm5a_mr, Jun Average, Costa Rica, CRI
26.688581, 2020-2039, ipsl_cm5a_mr, Jul Average, Costa Rica, CRI
26.955536, 2020-2039, ipsl_cm5a_mr, Aug Average, Costa Rica, CRI
27.224892, 2020-2039, ipsl_cm5a_mr, Sep Average, Costa Rica, CRI
27.22119, 2020-2039, ipsl_cm5a_mr, Oct Average, Costa Rica, CRI
26.943878, 2020-2039, ipsl_cm5a_mr, Nov Average, Costa Rica, CRI
25.95479, 2020-2039, ipsl_cm5a_mr, Dec Average, Costa Rica, CRI
27.835821, 2020-2039, miroc_esm, Jan Average, Costa Rica, CRI
28.80082, 2020-2039, miroc_esm, Feb Average, Costa Rica, CRI
29.903433, 2020-2039, miroc_esm, Mar Average, Costa Rica, CRI
30.6627, 2020-2039, miroc_esm, Apr Average, Costa Rica, CRI
28.994865, 2020-2039, miroc_esm, May Average, Costa Rica, CRI
27.34933, 2020-2039, miroc_esm, Jun Average, Costa Rica, CRI
27.398064, 2020-2039, miroc_esm, Jul Average, Costa Rica, CRI
27.366594, 2020-2039, miroc_esm, Aug Average, Costa Rica, CRI
27.04433, 2020-2039, miroc_esm, Sep Average, Costa Rica, CRI
26.833685, 2020-2039, miroc_esm, Oct Average, Costa Rica, CRI
26.55556, 2020-2039, miroc_esm, Nov Average, Costa Rica, CRI
26.847523, 2020-2039, miroc_esm, Dec Average, Costa Rica, CRI
28.299788, 2020-2039, miroc_esm_chem, Jan Average, Costa Rica, CRI
29.099436, 2020-2039, miroc_esm_chem, Feb Average, Costa Rica, CRI
29.978401, 2020-2039, miroc_esm_chem, Mar Average, Costa Rica, CRI
30.810795, 2020-2039, miroc_esm_chem, Apr Average, Costa Rica, CRI
29.33374, 2020-2039, miroc_esm_chem, May Average, Costa Rica, CRI
27.74459, 2020-2039, miroc_esm_chem, Jun Average, Costa Rica, CRI
27.592981, 2020-2039, miroc_esm_chem, Jul Average, Costa Rica, CRI
27.579176, 2020-2039, miroc_esm_chem, Aug Average, Costa Rica, CRI
27.270315, 2020-2039, miroc_esm_chem, Sep Average, Costa Rica, CRI
27.190428, 2020-2039, miroc_esm_chem, Oct Average, Costa Rica, CRI
26.961231, 2020-2039, miroc_esm_chem, Nov Average, Costa Rica, CRI
27.416153, 2020-2039, miroc_esm_chem, Dec Average, Costa Rica, CRI
27.330494, 2020-2039, miroc5, Jan Average, Costa Rica, CRI
27.87376, 2020-2039, miroc5, Feb Average, Costa Rica, CRI
28.690256, 2020-2039, miroc5, Mar Average, Costa Rica, CRI
28.990602, 2020-2039, miroc5, Apr Average, Costa Rica, CRI
27.945814, 2020-2039, miroc5, May Average, Costa Rica, CRI
27.080091, 2020-2039, miroc5, Jun Average, Costa Rica, CRI
27.379957, 2020-2039, miroc5, Jul Average, Costa Rica, CRI
27.864643, 2020-2039, miroc5, Aug Average, Costa Rica, CRI
27.52136, 2020-2039, miroc5, Sep Average, Costa Rica, CRI
27.224442, 2020-2039, miroc5, Oct Average, Costa Rica, CRI
27.201735, 2020-2039, miroc5, Nov Average, Costa Rica, CRI
27.302462, 2020-2039, miroc5, Dec Average, Costa Rica, CRI
25.296333, 2020-2039, mri_cgcm3, Jan Average, Costa Rica, CRI
25.704842, 2020-2039, mri_cgcm3, Feb Average, Costa Rica, CRI
26.332169, 2020-2039, mri_cgcm3, Mar Average, Costa Rica, CRI
27.07652, 2020-2039, mri_cgcm3, Apr Average, Costa Rica, CRI
27.277601, 2020-2039, mri_cgcm3, May Average, Costa Rica, CRI
26.23747, 2020-2039, mri_cgcm3, Jun Average, Costa Rica, CRI
25.96853, 2020-2039, mri_cgcm3, Jul Average, Costa Rica, CRI
26.042744, 2020-2039, mri_cgcm3, Aug Average, Costa Rica, CRI
26.12265, 2020-2039, mri_cgcm3, Sep Average, Costa Rica, CRI
26.175833, 2020-2039, mri_cgcm3, Oct Average, Costa Rica, CRI
26.078764, 2020-2039, mri_cgcm3, Nov Average, Costa Rica, CRI
25.37787, 2020-2039, mri_cgcm3, Dec Average, Costa Rica, CRI
25.549797, 2020-2039, noresm1_m, Jan Average, Costa Rica, CRI
25.540432, 2020-2039, noresm1_m, Feb Average, Costa Rica, CRI
25.69355, 2020-2039, noresm1_m, Mar Average, Costa Rica, CRI
26.028797, 2020-2039, noresm1_m, Apr Average, Costa Rica, CRI
26.23732, 2020-2039, noresm1_m, May Average, Costa Rica, CRI
25.962362, 2020-2039, noresm1_m, Jun Average, Costa Rica, CRI
26.108015, 2020-2039, noresm1_m, Jul Average, Costa Rica, CRI
26.294035, 2020-2039, noresm1_m, Aug Average, Costa Rica, CRI
26.511948, 2020-2039, noresm1_m, Sep Average, Costa Rica, CRI
26.638462, 2020-2039, noresm1_m, Oct Average, Costa Rica, CRI
26.524918, 2020-2039, noresm1_m, Nov Average, Costa Rica, CRI
25.890982, 2020-2039, noresm1_m, Dec Average, Costa Rica, CRI
27.80714, 2020-2039, bcc_csm1_1, Jan Average, Cote d'Ivoire, CIV
29.137827, 2020-2039, bcc_csm1_1, Feb Average, Cote d'Ivoire, CIV
30.389019, 2020-2039, bcc_csm1_1, Mar Average, Cote d'Ivoire, CIV
29.742172, 2020-2039, bcc_csm1_1, Apr Average, Cote d'Ivoire, CIV
28.681902, 2020-2039, bcc_csm1_1, May Average, Cote d'Ivoire, CIV
26.482113, 2020-2039, bcc_csm1_1, Jun Average, Cote d'Ivoire, CIV
25.54247, 2020-2039, bcc_csm1_1, Jul Average, Cote d'Ivoire, CIV
25.111439, 2020-2039, bcc_csm1_1, Aug Average, Cote d'Ivoire, CIV
25.213911, 2020-2039, bcc_csm1_1, Sep Average, Cote d'Ivoire, CIV
25.658606, 2020-2039, bcc_csm1_1, Oct Average, Cote d'Ivoire, CIV
27.037735, 2020-2039, bcc_csm1_1, Nov Average, Cote d'Ivoire, CIV
27.457985, 2020-2039, bcc_csm1_1, Dec Average, Cote d'Ivoire, CIV
27.908995, 2020-2039, bcc_csm1_1_m, Jan Average, Cote d'Ivoire, CIV
29.38213, 2020-2039, bcc_csm1_1_m, Feb Average, Cote d'Ivoire, CIV
30.90656, 2020-2039, bcc_csm1_1_m, Mar Average, Cote d'Ivoire, CIV
31.060234, 2020-2039, bcc_csm1_1_m, Apr Average, Cote d'Ivoire, CIV
29.885565, 2020-2039, bcc_csm1_1_m, May Average, Cote d'Ivoire, CIV
27.630224, 2020-2039, bcc_csm1_1_m, Jun Average, Cote d'Ivoire, CIV
26.174149, 2020-2039, bcc_csm1_1_m, Jul Average, Cote d'Ivoire, CIV
25.687325, 2020-2039, bcc_csm1_1_m, Aug Average, Cote d'Ivoire, CIV
25.965057, 2020-2039, bcc_csm1_1_m, Sep Average, Cote d'Ivoire, CIV
26.618132, 2020-2039, bcc_csm1_1_m, Oct Average, Cote d'Ivoire, CIV
27.117786, 2020-2039, bcc_csm1_1_m, Nov Average, Cote d'Ivoire, CIV
27.160685, 2020-2039, bcc_csm1_1_m, Dec Average, Cote d'Ivoire, CIV
24.55126, 2020-2039, ccsm4, Jan Average, Cote d'Ivoire, CIV
26.062263, 2020-2039, ccsm4, Feb Average, Cote d'Ivoire, CIV
27.308725, 2020-2039, ccsm4, Mar Average, Cote d'Ivoire, CIV
27.191141, 2020-2039, ccsm4, Apr Average, Cote d'Ivoire, CIV
26.535133, 2020-2039, ccsm4, May Average, Cote d'Ivoire, CIV
26.116959, 2020-2039, ccsm4, Jun Average, Cote d'Ivoire, CIV
25.477272, 2020-2039, ccsm4, Jul Average, Cote d'Ivoire, CIV
24.940168, 2020-2039, ccsm4, Aug Average, Cote d'Ivoire, CIV
25.188646, 2020-2039, ccsm4, Sep Average, Cote d'Ivoire, CIV
25.628645, 2020-2039, ccsm4, Oct Average, Cote d'Ivoire, CIV
25.510832, 2020-2039, ccsm4, Nov Average, Cote d'Ivoire, CIV
24.020956, 2020-2039, ccsm4, Dec Average, Cote d'Ivoire, CIV
24.918846, 2020-2039, cesm1_cam5, Jan Average, Cote d'Ivoire, CIV
26.416155, 2020-2039, cesm1_cam5, Feb Average, Cote d'Ivoire, CIV
26.98762, 2020-2039, cesm1_cam5, Mar Average, Cote d'Ivoire, CIV
26.813417, 2020-2039, cesm1_cam5, Apr Average, Cote d'Ivoire, CIV
26.231236, 2020-2039, cesm1_cam5, May Average, Cote d'Ivoire, CIV
25.692156, 2020-2039, cesm1_cam5, Jun Average, Cote d'Ivoire, CIV
24.73818, 2020-2039, cesm1_cam5, Jul Average, Cote d'Ivoire, CIV
24.159363, 2020-2039, cesm1_cam5, Aug Average, Cote d'Ivoire, CIV
24.235952, 2020-2039, cesm1_cam5, Sep Average, Cote d'Ivoire, CIV
24.924698, 2020-2039, cesm1_cam5, Oct Average, Cote d'Ivoire, CIV
25.32393, 2020-2039, cesm1_cam5, Nov Average, Cote d'Ivoire, CIV
24.14412, 2020-2039, cesm1_cam5, Dec Average, Cote d'Ivoire, CIV
26.36468, 2020-2039, csiro_mk3_6_0, Jan Average, Cote d'Ivoire, CIV
27.865944, 2020-2039, csiro_mk3_6_0, Feb Average, Cote d'Ivoire, CIV
28.117592, 2020-2039, csiro_mk3_6_0, Mar Average, Cote d'Ivoire, CIV
27.650293, 2020-2039, csiro_mk3_6_0, Apr Average, Cote d'Ivoire, CIV
26.82109, 2020-2039, csiro_mk3_6_0, May Average, Cote d'Ivoire, CIV
25.941856, 2020-2039, csiro_mk3_6_0, Jun Average, Cote d'Ivoire, CIV
